Date,devCountries,latAm,MENA,Argentina,Belarus,Belize,Brazil,Chile,China,Colombia,Cote,Croatia,dominicanRepublican,Ecuador,Egypt,elSalvador,Gabon,Georgia,Ghana,Hungary,India,Indonesia,Iraq,Jamaica,Jordan,Kazakhstan,Lebanon,Lithuania,Malaysia,Mexico,Morocco,Nigeria,Pakistan,Panama,Peru,Philippines,Poland,Russia,Senegal,southAfrica,sriLanka,trinidadAndTobago,Tunisia,Turkey,Ukraine,Uruguay,Venezuela RB,Vietnam
2004-03,421.6956522,536.9565217,402.3913043,4863.043478,,,551.4782609,92.52173913,67.91304348,402.3043478,2716.956522,119.2608696,1352.304348,724.3478261,140.5652174,270.9565217,,,,27.39130435,,0,0,,,,402.3913043,,119.7826087,186.8695652,168.5652174,507.9565217,,351.6956522,357,490.2608696,75.86956522,260.3043478,,138.9130435,,,133,330.0869565,314.173913,615,680.3043478,0
2004-04,417.5714286,538.9047619,343.4285714,4564.952381,,,589.9047619,85.76190476,63.14285714,379.8571429,2810.904762,123.7142857,1173.190476,762.952381,94.95238095,228.047619,,,,23.61904762,,0,0,,,,343.4285714,,114.4761905,180.047619,160.1428571,447.1428571,276,319.5238095,350.9047619,436.6190476,71.76190476,259.3809524,,139.952381,,,132.2380952,323.4285714,295.6666667,582.7619048,637.8571429,0
2004-05,503.15,628.3,316.2,4748.7,,,722.9,97.5,75.55,529.25,2878.9,123.65,1295.95,920.5,109.8,256.75,,,,23.6,,21.2,0,,,,316.2,,137.75,218.9,183.25,546.95,322.45,372.65,483.55,455.2,80.95,313.6,,175.05,,,167.3,493.7,366.95,705.6,686.15,0
2004-06,480.4545455,599.2727273,351.4545455,4913.863636,,,664.3181818,85.95454545,71.59090909,486.5,3144.954545,108.9090909,1499,886.0909091,126.9545455,263.7272727,,,,22.86363636,,402.4545455,0,,,,351.4545455,,127.9545455,215.7727273,174.3181818,586.5454545,321.7727273,360.7727273,449.3636364,441.8636364,78.18181818,292.1363636,,164,,,152.1363636,470.0454545,337.0909091,692.5,624.6818182,0
2004-07,464.7619048,575.047619,357.1428571,4947.238095,,,611.1428571,84.76190476,69.28571429,454.2857143,3305.238095,,1606.904762,921.6190476,116.3809524,284.5714286,,,,31.0952381,,341,0,,,,357.1428571,,125.5238095,207.3333333,156.9047619,554.0952381,289.5238095,354.4285714,434.5714286,435.6666667,69.76190476,311.9047619,,158.9047619,,,138.7142857,404.4285714,366.4761905,632.2380952,611.7619048,0
2004-08,439.2727273,537.6818182,372.0454545,5158.818182,,,555.6363636,73.27272727,67.54545455,423.6363636,3258.954545,,1422.136364,836.1363636,125.5454545,289.3181818,,,,28.45454545,,332.5909091,0,,,,372.0454545,,118.3181818,193,164.7727273,465.2727273,298.2272727,353.8636364,385.1818182,428.0454545,62.09090909,309.0909091,,157.1818182,,,147.8636364,344.8636364,336.0909091,597.6363636,562.5,0
2004-09,413.3809524,499.1904762,354.8571429,5359.857143,,,484.7142857,72.23809524,71.71428571,398.1428571,3128.142857,,1205.190476,801.7619048,135.7619048,280.5714286,,,,14,,313.7142857,0,,,,354.8571429,,107.2380952,185.5714286,166.6666667,483.2380952,292.1904762,345.2857143,336.7619048,451.9047619,58.42857143,295.3333333,,143.3809524,,,130.1904762,328.8571429,317.8095238,525.6190476,508.1904762,0
2004-10,400.85,485.45,334.5,5235.2,,,467.05,77.8,71.9,400.55,3049.55,,1013.65,731.05,126.9,275.55,,,,23.15,,298.85,0,,,,334.5,,100.65,186.5,172.6,467.35,278.05,344.9,350.85,471.95,60.2,268.55,,129.8,,,110.75,323.55,315.9,493.35,463,0
2004-11,373.6,452.35,320.55,5030.3,,,435.45,72.6,59.2,360.9,3293.85,,879.1,721.95,101.7,264.6,,,,22.2,,285.45,0,,,,320.55,,85.6,174.65,180.2,450.85,262.05,332.4,303.5,477.45,55.9,234.6,,105.75,,,94.85,297.25,287.3,444.65,424.5,0
2004-12,352.5,423.4090909,331.0909091,4826.454545,,,393.9090909,67.59090909,58.81818182,346.6363636,3260.181818,,858.0909091,710.5909091,95.27272727,254.7272727,,,,23.36363636,,266.9090909,0,,,,331.0909091,,81.86363636,177.1818182,185.7727273,450.6363636,248.0909091,299.6818182,257.2272727,459.4090909,54.59090909,219.3181818,,98.54545455,,,96.72727273,278.0454545,268.4090909,402.3181818,411.4090909,0
2005-01,360.55,438.9,325.25,4823.6,,,415.95,62.55,57.6,358.85,3161.95,,761.7,682.3,84.25,258.25,,,,26.8,,242,0,,,,325.25,,79.65,178.55,181.15,466.05,240.05,294.6,266.45,440.6,53.1,216.85,,94.4,,,84.45,274.85,239.9,400.5,438.2,0
2005-02,345.8421053,425.1578947,322.4210526,4901.473684,,,400.1052632,60.57894737,52.89473684,357.9473684,3199.631579,,674.5263158,638.3684211,76.89473684,249.0526316,,,,25.31578947,,218.6842105,0,,,,322.4210526,,79.05263158,166.1578947,173.8947368,484.4210526,225.8421053,275.7368421,261.8947368,412.4736842,45.21052632,191.8947368,,98.31578947,,,75.73684211,262.6842105,197.2105263,378.2105263,451.1578947,0
2005-03,349.5909091,431.9545455,307.7272727,4868.545455,,,418.9545455,65.5,49.95454545,371,3256,,632.1818182,632.5,57.40909091,236.7727273,,,,54.13636364,,202.0909091,0,,,,307.7272727,,85.72727273,172.9090909,170.6818182,466.0909091,207.6363636,268.3181818,264.1818182,416.7272727,46.27272727,193.0909091,,102.3181818,,,73.90909091,271.9090909,193.5454545,389.5,430.7272727,0
2005-04,378.1904762,465.2380952,388.8571429,5342.47619,,,450.8095238,70.52380952,55.33333333,409.8571429,3174.142857,,651.5714286,737.8571429,90.42857143,244.8571429,,,,61.57142857,,279.2380952,0,,,,388.8571429,,93.38095238,195.3333333,175.5714286,534.7142857,229.1904762,282.6190476,284.8571429,446.4285714,54.57142857,196.1904762,,119.4761905,,,97.28571429,326.9047619,219.1904762,446.4761905,469.6190476,0
2005-05,374,461.9047619,399.7142857,5798.714286,,,432.3333333,70.47619048,58.28571429,375.7619048,3161.333333,,629.7619048,835.3333333,83.14285714,258.8571429,,,,59.23809524,,301.3333333,0,,,,399.7142857,,90.38095238,191.1428571,167.3333333,574.8095238,234.2857143,274.3333333,267.2380952,448.8571429,57.47619048,180.3809524,,105.952381,,,84.76190476,328.952381,218.7142857,454.5238095,494.4285714,0
2005-06,329.5454545,392.2272727,395.2727273,2795.5,,,417.5909091,65.77272727,55.13636364,339.3636364,3181.090909,,466.9545455,819.0909091,78.31818182,262.9090909,,,,57.54545455,,295.4545455,0,,,,395.2727273,,87.59090909,183.4545455,154.6818182,522.5,212.8181818,254.0909091,243.2272727,442.6818182,56.04545455,165.9090909,,95.31818182,,,72.95454545,300.9090909,217.2272727,428.3181818,476.3636364,0
2005-07,285,323.35,325.1,425.35,,,404.15,59,55.15,322.2,3118.5,,418.75,759,62.2,237.7,,,,54.45,,274.5,0,,,,325.1,,81.85,171.15,137.4,369.35,200.6,233.15,233.25,444.95,49.5,149,,94,,,69.1,283.9,189.9,382.5,437.7,0
2005-08,274.1304348,312.4782609,295.6086957,419.4347826,,,396.0869565,54.91304348,58.60869565,304.4782609,3145.826087,,371.6521739,714.1304348,58.13043478,225.8695652,,,,54.95652174,,283.8695652,0,,,,295.6086957,,80.04347826,163.2608696,130.1304348,365.6521739,176.0434783,225,206,419.6086957,46.52173913,132.6086957,,90.34782609,,,68.52173913,276.7826087,171.826087,357.5652174,416.6086957,0
2005-09,253.7142857,288.6190476,316.4285714,396.3333333,,,370.4285714,56.04761905,63.19047619,261.2380952,3403.380952,,335.047619,682.2380952,46.47619048,228.3333333,,,,53.47619048,,291.5238095,0,,,,316.4285714,,82.66666667,151.3333333,99.47619048,344.5714286,168.1904762,220.1904762,197.9047619,406.6666667,46.9047619,107,,83.76190476,,,61.66666667,260.5714286,168.5714286,339.1428571,355.1904762,0
2005-10,252.45,288.75,288,392.45,,,367.95,60.85,57.85,277.65,3407.75,,338.65,682.6,51.8,226.65,,,,55.1,,283.65,0,,,,288,,81.55,157.15,95.35,286.45,161.65,239.65,218.25,381.45,44,115.3,,86.65,,,72.1,239.7,181.7,330.35,325.15,0
2005-11,237.25,269.45,275.05,381.1,,,345.75,74.25,68.15,253.45,3388.3,,354.4,651.05,46.5,225,,,,64.8,,285.7,0,,,,275.05,,81.85,137.4,88.3,269.9,158.45,228.5,203.25,334.9,52.95,113.1,,88.5,,,80.65,233.05,174.55,321.5,303.9,9.1
2005-12,233.8095238,268.7142857,251.5714286,493.4285714,,,311.4761905,76.95238095,67.76190476,240.1904762,3083.857143,,362.8571429,644.6666667,45.33333333,224.3333333,,,,71.42857143,,261,0,,,,251.5714286,,82.23809524,140.0952381,84.9047619,312.0952381,173.7619048,233.6666667,226.5238095,312.9047619,61.71428571,114.6666667,,84,,,76.57142857,220.8095238,172.5238095,305.8095238,312.7142857,184.3333333
2006-01,219.8,248.15,220.3,457.85,,,278.45,76.25,67.2,212.7,2930.5,,336.1,610,43.3,213.85,,,,64.1,,257.8,0,,,,220.3,,81.6,136.9,75.55,358.55,191.95,204.5,235.95,292.45,57,110.95,,76.8,,,77.75,216.15,196.2,265.45,275.3,185.4
2006-02,196.8421053,216.8421053,179.6842105,382.3157895,,,236.7368421,70.78947368,66.21052632,174.1052632,2838.421053,,294.1578947,549.0526316,29.05263158,189.2105263,,,,67.78947368,,233.4736842,0,,,,179.6842105,,78.15789474,128,88.05263158,344.3157895,154.4210526,189.7368421,184.1052632,270.7894737,55.31578947,107.1052632,,69.78947368,,,61.10526316,194.4736842,192.7368421,236.6842105,238,176.2631579
2006-03,191.9565217,211.6086957,179.7826087,349.3043478,,,226.826087,71.17391304,64.95652174,167.5652174,2638.478261,,285.1304348,538.1304348,70.13043478,175.4347826,,,,68.73913043,,224.9130435,20.2173913,,,,172.5652174,,80.43478261,138.2173913,88.86956522,294.6956522,146.1304348,183.4347826,220.0869565,251.9565217,60.60869565,107.9130435,,75.73913043,,,83.82608696,182.7826087,191.7391304,228.9565217,215.173913,157.4782609
2006-04,189.0526316,207.0526316,326.8947368,332.0526316,,,231.6315789,76.94736842,67.52631579,173,2637.684211,,265.6315789,492.0526316,80.26315789,176.8421053,,,,75.57894737,,206.8947368,434.8421053,,,,181.3684211,,87.63157895,142.7368421,83.78947368,225.8421053,137.5263158,169.6842105,218.7894737,220.7894737,61.84210526,105.1052632,,86.47368421,,,92.63157895,184,191.1052632,222.7894737,186.6315789,141.2631579
2006-05,193.0454545,210.8636364,310.1818182,343.1363636,,,242.6363636,77.27272727,63.27272727,187.7727273,2698.5,,241.8636364,468.5454545,77.5,186.9090909,,,,74.18181818,,200.7272727,405.2272727,,,,178.1818182,,87.31818182,143.4545455,81.68181818,217.2727273,201.5909091,177.3181818,196.7272727,222.1363636,58.13636364,109.9545455,,88.59090909,,,93.54545455,205.4090909,207.8636364,242.4545455,189.4545455,130.2727273
2006-06,218.1818182,233.9090909,324,383.3181818,,,259.2272727,82.31818182,63.59090909,231.3181818,2688.318182,,286,502.8181818,82.68181818,220.6818182,,,,77.36363636,,227.0909091,433.3181818,,,,172.0454545,,92.31818182,162.5,71.86363636,242.9090909,237.8636364,201.9090909,206.8636364,264.0454545,63.13636364,125.6363636,,105.7272727,,,107,269,251.1363636,288,222.6363636,164.2727273
2006-07,206.5,215.15,391.55,361.75,,,237.45,83.6,65.4,228.05,2751.15,,282.55,486.95,104.6,215.25,,,,81.1,,217.45,453.4,,,,304.9,,93.75,135.95,54.1,264.7,255.2,198.75,193.65,252,67.65,118.7,,109.05,,,116.1,269.6,246.15,277.1,210.1,167.75
2006-08,191.6956522,200.2173913,431.5652174,325.2173913,,,217.3478261,86.73913043,65.08695652,196.4782609,2812.73913,,250.8695652,477,102.173913,203.2608696,,,,72.86956522,,204.9565217,497.2173913,,,,343.9565217,,88.34782609,128.826087,88.7826087,281.2608696,250.1304348,182.7391304,173.3913043,238.0869565,63.47826087,106.4347826,,93.60869565,,,100.8695652,227.5652174,189.4347826,244.6521739,201.9565217,150
2006-09,201.45,212.4,417.05,332.25,,,228.3,84.6,66,206.45,2877.15,,260.55,565.05,99,203.4,,,,75.9,,201.1,521,,,,346.95,,87.85,133.5,88.4,324.2,235.65,187.9,171.85,228.9,61.65,110.95,,97.8,,,95.2,237.2,197.05,249.1,228.85,152.4
2006-10,192.3333333,201.8095238,403.2380952,301.7142857,,,216.5238095,81.9047619,61.52380952,180.7142857,3105.047619,,222.1904762,559.6190476,96.04761905,186.5238095,,,,74.76190476,,187.4761905,496.1428571,,,,348.5714286,,83.61904762,130.4761905,82.52380952,288.6190476,214.1904762,171.1428571,147.952381,201.7142857,58.0952381,109.9047619,,94.61904762,,,89.61904762,235.1428571,198,226.5238095,223.5714286,142.8095238
2006-11,192.6666667,202.1428571,416.2380952,291.5714286,,,219,78.61904762,57,189.4285714,3201.52381,,205.9047619,528.2857143,91.42857143,184.2380952,,,,64.71428571,,187.8571429,519.047619,,,,361.4285714,,72.9047619,132.4285714,69.9047619,34.04761905,187.2380952,166,146.7619048,195.952381,54.33333333,113.5714286,,90.38095238,,,88.47619048,234.6666667,188.8095238,220.4761905,227.5238095,134.952381
2006-12,183.3,192.15,453.2,250.45,,,204.5,86.5,53.9,181.75,3291.6,,211.7,724.2,76.8,171.25,,,,61.6,,174.65,537.65,,,,408.05,,68.4,124.25,,65.7,168.45,160.7,131.35,174.85,48.85,105.7,,84.45,,,85.3,221.7,183,204.25,206.25,115.95
2007-01,172.9047619,182.7142857,415.4761905,202.5238095,,,189.7142857,81.28571429,51.33333333,165,3375.095238,,184.6666667,904.1428571,60.47619048,158,,,,59.61904762,,153,516.1904762,,,,361.1428571,,68.38095238,119.047619,,77.71428571,141.8095238,147.047619,123.047619,156.3333333,50.71428571,102.8571429,,78.80952381,,,81.71428571,205.1904762,161.6666667,186.3333333,207.3809524,99.28571429
2007-02,172.8421053,180.3157895,408.1052632,207.4736842,,,182.5263158,80.10526316,49.94736842,163.2631579,3356.631579,,182.3157895,745.7894737,49.42105263,154.8421053,,,,61.78947368,,161.6842105,520.9473684,,,,347.1052632,,69.31578947,121.9473684,,111.6842105,165,148.7368421,127.2105263,161.4210526,51.52631579,104,,74.05263158,,,79.47368421,211.6315789,161.2105263,195.2631579,210.2105263,109.3684211
2007-03,182.1363636,186.7272727,429.5909091,220.0454545,,,186.1363636,86.18181818,53.04545455,171.0909091,3260.590909,,197.1818182,695.0454545,61.18181818,166.6363636,,,,61.90909091,,185.5909091,539.6363636,,,,369.8636364,,71.86363636,126.7272727,,97.63636364,189.1363636,161.4545455,131.8181818,179.7727273,52.90909091,111.2727273,,73.59090909,,,79.68181818,229.6818182,173.6818182,198,221.0909091,122.4090909
2007-04,164.35,167.05,428.25,235,,,154.7,82,51.15,142.3,2806.7,,178.7,610.7,55.7,148.15,,,,60.1,,165,539.75,,,,367.25,,70.55,109,,23.05,170.55,138.3,117.75,161.6,50.85,99.55,,68.9,,,78.35,203.85,165.15,172.95,217.7,102.75
2007-05,160.6818182,165.1818182,441.5909091,277.7272727,,384.75,147.8636364,79.72727273,49.18181818,130.5454545,2417.681818,,151.7272727,624.6818182,54.90909091,132.8181818,,,,60.81818182,,155.3181818,543.5454545,,,,385.4545455,,67.77272727,97.59090909,,,167.8181818,127.4090909,110,149.1363636,51.72727273,95.5,,57.77272727,,134,70.09090909,193.0909091,144.1363636,153,242.3181818,103.6363636
2007-06,159.952381,168.2857143,433.2380952,290.4761905,,383.3809524,147.0952381,80.28571429,51.76190476,108.3809524,2371.190476,,138.8571429,629.8571429,45.85714286,115.4761905,,,,62.9047619,,143.952381,553.2380952,,,184,368.5714286,,71.28571429,98.61904762,,,173.3809524,120.7619048,103.952381,137.9047619,53.52380952,97.0952381,,76.85714286,,122.952381,65.57142857,181.4285714,140.2857143,139.952381,284.9047619,100.5714286
2007-07,189.2380952,202.7142857,462.6190476,355.2857143,,403.6666667,169.3809524,89.80952381,60.33333333,136.047619,2474.904762,,171.4285714,714.3333333,63.47619048,135.3333333,,,,71.0952381,,182.5238095,619.4285714,,,190.4761905,387.4761905,,79.80952381,117.5714286,,,292.3809524,138.7142857,129.4761905,168.7142857,63.19047619,111.2380952,,98.95238095,,141.9047619,79.95238095,196.1428571,177.2857143,167.2857143,334.6666667,142.1428571
2007-08,232.173913,248.6956522,530.3043478,460.9130435,,438.8695652,200.6956522,107.8695652,81.2173913,186.4347826,2618.695652,,254.9565217,701.7826087,84.69565217,179.2608696,,,,83.82608696,,246.5217391,699.6086957,,,251.4782609,449.826087,,103.5217391,140.826087,,,414,177.6956522,168.9130435,217.173913,71.65217391,141.3913043,,128.1304348,,161.4782609,103.7391304,229.6956522,234.8695652,223.7826087,443.1304348,194.1304348
2007-09,227.7368421,242.5263158,549.7894737,425.7894737,,483.4210526,190,121.1578947,86.52631579,179.7368421,2484.894737,,274.3157895,659.1052632,91.89473684,188.1052632,,,,81.63157895,,233.6842105,663.8421053,,,243.2105263,493.2631579,,108.5789474,133.1578947,,,419.3157895,172,155.1578947,203.6315789,71.21052632,140.2105263,,127.4736842,,164.3157895,116.6842105,230.5263158,227.5263158,227.6315789,457,178.3684211
2007-10,208.0454545,219.5909091,537.6818182,371,,499.9090909,169.0909091,117.0454545,86.54545455,160.6818182,2344.363636,,231.6818182,599.1363636,111.5909091,169.7272727,,,359,80.04545455,,209.0909091,640.1818182,348,,266.7727273,485.3181818,,100.7727273,126.3636364,,,344.1363636,157.6818182,138.5909091,176,67.5,131.5454545,,118.6363636,,159.4090909,106.6818182,212.8181818,225.4545455,206.1363636,402.9545455,142.3181818
2007-11,247.35,263.55,551.55,397.15,,547.05,210.5,133.7,104.25,196.2,2410.8,,257.35,617.1,162.2,190.4,,,364.55,86.8,,261.35,635.4,373.65,,356.25,507.6,,108.1,158.1,,,479.4,187.15,174.9,220.2,72.55,164.25,,141.15,605,192.3,134,237.9,289.5,226.4,497.4,190.5
2007-12,250.95,270.1,529.75,394.25,,580.6,214.35,152.7,120.85,188.15,2453.5,,269.9,605.5,186.75,193.1,358,,366.6,92.55,,270.6,584.4,378.05,,385.55,499.5,,119.55,165.3,,,444.35,178.25,174.95,207.65,78.4,158.85,,154.65,555,212.5,154.8,235.1,306.45,236.05,527.85,202.75
2008-01,279.7142857,296.8571429,549.6666667,443.2857143,,636.5238095,242.4761905,164.6190476,129.4285714,240.7619048,2461.47619,,328.047619,634.5714286,212.6190476,225.5238095,389.4761905,,399.0952381,103.6666667,,323.3333333,589.8571429,403.047619,,420.3809524,527.0952381,,120.5238095,188.1904762,,,586.0952381,218.8571429,195.1428571,254.0952381,89.57142857,179.2857143,,194.5238095,689.9047619,261.8571429,178.8095238,270.4761905,320.5714286,272.6666667,526.4761905,249
2008-02,290,311.05,529.9,476.55,,634.25,256.2,169.1,139.1,249.4,2486.4,,375.5,639.4,225.2,247,387.2,,410.85,114.75,,313.1,504.6,406.55,,433.85,545,,128.15,189.5,,,547,229.75,208.65,253.7,114.9,189.4,,232.1,793.95,299.05,199.75,278.85,325,292.75,555.5,251.5
2008-03,314.05,334.5,558.2,528.9,,658.2,275.75,169.25,151.75,263.05,2486.45,,457.4,667.6,253.15,284.3,404.05,,437,124.1,,320.7,508.3,433.25,,467.35,588.7,,143.1,192.45,,,570.3,235.35,220.9,272.25,119.55,204.8,,271.7,810.5,319.2,217.7,327.9,372.65,327.9,624.2,277.85
2008-04,295.1818182,313.7727273,548.4090909,555.6363636,,650.0454545,243.4545455,171.8636364,157.4545455,215.7727273,2280.636364,,442.6818182,601.8636364,219.0454545,269.8181818,384.9090909,,422.4545455,180.6818182,,320.2727273,533.6363636,406,,463.9545455,556.3636364,,136.1363636,170.6363636,,,543.3636364,209,181.5909091,242.2272727,105.6363636,185.1363636,,227.1363636,760.1818182,285.8636364,194.9545455,311.5,332.3181818,297.8181818,630.7727273,253.6818182
2008-05,274.5714286,290.3809524,508.4761905,552.7619048,,641.3809524,204,158.952381,127.8571429,179.0952381,2205.428571,,401.6190476,561.9047619,172.5238095,246.3333333,349.6666667,,394.5238095,143.4285714,,321.5714286,494.047619,372.5238095,,431.5238095,516.4761905,,128.1904762,154.4285714,,,568,183,154.0952381,226.7619048,100.7142857,160.6190476,,208.1428571,698.4761905,268.5714286,172.6666667,295.7619048,329.8095238,259.8095238,640.0952381,288.9047619
2008-06,274.047619,283.0952381,458.1428571,561.7619048,,636.1428571,194.0952381,165.952381,132.047619,180.6190476,,,408.9047619,566.952381,148.1428571,249.6666667,319,434,384.1428571,144.7619048,,338.4761905,454.4285714,380.5714286,,385.8095238,460.2380952,,140.8571429,162.047619,,,675.2380952,182.7142857,160.2857143,244,106.1428571,162.5714286,,210.5714286,727.1428571,271.5714286,179,330,386.952381,261.8571429,581.047619,365.5238095
2008-07,309.6363636,322.5454545,462.9545455,626.5909091,,684.5909091,231.4545455,180.6818182,145.7727273,217.2727273,,,488.6363636,665.0454545,232.5454545,311.9090909,372.5909091,507.4545455,433.4090909,148.3181818,,371.0454545,462.0909091,421.3181818,,467.8636364,463.5454545,,156.3181818,198.0454545,,,772.7272727,215.3636364,197.5909091,283.2727273,124.0909091,195.4090909,,230.5909091,752.0454545,282.0454545,200.4545455,350.6818182,480.2727273,314.5454545,623.1818182,387.5909091
2008-08,320.6190476,344.7142857,473.9047619,668.4285714,,728.7142857,235.3809524,172.5714286,150.8571429,221.952381,,,509.3333333,699.8571429,220.952381,312.4761905,394.2380952,654.1904762,466.4285714,158.1428571,,350,468.8095238,417.2380952,,482.2380952,476.6666667,,155.9047619,199.3809524,,,883.1904762,219.8571429,195.2857143,262.952381,132.5714286,211,,235.047619,766.2857143,292.5238095,224.7142857,307.1904762,550.6190476,320.5238095,681.1428571,367.5238095
2008-09,384.3809524,412.6190476,521.5238095,798.7142857,,756.047619,291.6666667,188.8571429,173.7142857,272.7142857,,,540.2857143,887.5238095,282.0952381,343.5238095,458.7142857,706,561.4761905,157.3809524,,397.6666667,553.2857143,462.3333333,,618.7142857,503.9047619,,172.3333333,243.1428571,,,1249.095238,263.0952381,257.7619048,292.952381,136.5238095,312,,297,873.9047619,324.3333333,275.2857143,348.9047619,673.0952381,368.4285714,826.7142857,389.1428571
2008-10,660.8636364,695.7727273,706.5,1487.909091,,879.7272727,493,307.4090909,235.8181818,533,,,1250.227273,1987.454545,390.0909091,595.4545455,875.1363636,1126.454545,950.4090909,358.3181818,,827.3181818,714.8181818,655.9545455,,1208.5,703.2272727,,310.5909091,436,,,1900,472.3181818,500.2727273,513.3181818,244.3181818,585.4090909,,568.6818182,1687.136364,464.3636364,420.0909091,594.1818182,1781.863636,655.4545455,1438.727273,756.9090909
2008-11,712.5555556,738.5555556,783.7777778,1789.888889,,1054.222222,470.2222222,352.8333333,224.4444444,551.1111111,,,1636.555556,3753.222222,380.2222222,780.2222222,1097.277778,1563.111111,1223.388889,440.6666667,,890.7777778,877.1111111,767.2777778,,1180.333333,741.8888889,,428.3333333,458.5555556,,,2061.777778,525.5555556,484.6111111,514.2222222,324.8333333,705.8333333,,668.8888889,2092.555556,606.7222222,514,594.4444444,2011.111111,742.2777778,1528.333333,999.7777778
2008-12,759.1363636,776.7272727,926,1828.772727,,1492.909091,479.4090909,350.8636364,229.8181818,538.0454545,,,1709.045455,4240.772727,405.5,888.9090909,1215.272727,1774.772727,1572,491.5909091,,836.6818182,1239.409091,1120.818182,,1302.363636,800.5454545,,395.7727273,462.5909091,,,2136.590909,573.5,523.6818182,566.1363636,310.3181818,855.8636364,,620.5909091,1936.090909,702.5,549.5454545,594.8636364,2581.5,755.6363636,1788.681818,797.4090909
2009-01,691.2,717.7,868.3,1573.55,,1747.95,429.2,383.05,197.35,502.3,,,1398,3900.55,292.5,716.3,1143,1883.3,1335.9,479.7,,799,1228.65,1069.95,,1246.4,724.2,,352.6,421.95,,,2062.05,485.05,460.05,519.3,311.75,721,,477.95,1860.25,724.9,443.85,507.95,2588.1,640.7,1705.65,691.9
2009-02,678.1052632,710.7894737,789.1052632,1644.631579,,1695.052632,427.0526316,370.5263158,174.8421053,477.7894737,,,1100.578947,3632.578947,234.7894737,681.7894737,1152.578947,1873.210526,1238.315789,449.4736842,,779.1052632,1198.368421,1039.157895,,1280.842105,626.2631579,,351.4210526,432.9473684,,,1961.526316,462.7894737,419.0526316,460.4210526,302.1052632,684.9473684,,456.8421053,1822.789474,899.1578947,422.4210526,538.3157895,3061.105263,610.1052632,1744.526316,677.2105263
2009-03,675.5909091,703.5909091,763.0454545,1862.954545,,1710.227273,432.9545455,318.7272727,177.5454545,483.4090909,,,1212,3534.409091,221.2727273,695,1134.181818,1852.454545,1368.090909,508.8181818,,787.6363636,1100.772727,1097.5,,1296.136364,613.9090909,,349.9545455,448.8181818,,,1810.863636,475.7272727,408.9090909,451.7272727,318.8636364,670.7727273,,441.8181818,1895.363636,907.4090909,431.0909091,561.3636364,3158.227273,612.8181818,1594.818182,657.2727273
2009-04,584.047619,624.0952381,713.7619048,1786.380952,,1752.142857,382.1904762,303.4285714,181.4285714,417.2380952,,,973.1904762,3417.238095,143.2857143,597.2380952,911.1904762,1499.190476,1186.190476,579.952381,,637.5714286,991.4761905,1063.714286,,980.8571429,583,,312.952381,370.3809524,,,1582.380952,418.0952381,359.5714286,400.8095238,322.1904762,536.7142857,,384.5714286,1512.809524,,395.5238095,445.9047619,2117,578.4285714,1378.333333,525.1428571
2009-05,490.15,538.3,629.7,1457.1,,1729.65,312.85,248.6,137.3,323.25,,,892.15,3336.95,144.65,501.85,697.35,1303.05,956,420.35,,472.15,795.15,880.25,,770.75,545.3,,238.4,297,,,1335.8,323.1,292.15,331.85,250.2,432.15,,331.05,1172.05,,315.45,375.15,1325.15,441.8,1295.95,429.15
2009-06,436.5454545,484.4090909,512.3636364,1138.681818,,1506.954545,278.7727273,172,85.40909091,297.5454545,,,817.3181818,2727.409091,109.6363636,466.6363636,655.5454545,1094.136364,856.2272727,295.2727273,,416.3181818,630.8636364,672.4090909,,745.8636364,462.7272727,,179.4090909,271.8181818,,,1102.045455,264,257.5,297.3181818,178.7272727,393.8181818,,285.1818182,881.1818182,,241.5454545,322.5,1228.954545,372.8636364,1173.318182,353.0909091
2009-07,419.8181818,452.4545455,499.5454545,1038.681818,,1247.363636,268.1363636,162.7272727,124.2272727,297.2727273,,,869.4090909,1263.818182,114.4545455,467.5909091,620.8636364,964.5909091,709.1363636,355.0909091,,394.7272727,657.0454545,697.1818182,,798.2727273,434.1363636,,161.2727273,262.4090909,,,1054.818182,272.1363636,273.8636364,322.1818182,209.0454545,411.3181818,,253.3181818,862.7727273,,248.0454545,321.2727273,1151.181818,364.2272727,1208.772727,373.6818182
2009-08,376.4761905,407.5714286,456,900.3333333,,1134.809524,252.5714286,134.5714286,108.7142857,261.1428571,,,803.6666667,1130.809524,89.9047619,431,504.4761905,812.9047619,615.6666667,306.1904762,,333.8571429,596.6666667,780.1428571,,703.3809524,395.047619,,158.3333333,236.7619048,,,815.3809524,249.1904762,240,284.4761905,169.0952381,382.8095238,,204.7142857,713.047619,,201.8095238,298.4285714,822.5238095,327.8095238,1036.52381,319.952381
2009-09,352.5714286,386,451.5714286,820.5238095,,1191.619048,239.7142857,142.5714286,97.76190476,249.4285714,,,575.8571429,1019.952381,84.38095238,378.2857143,460,706.7142857,572.047619,236.7619048,,308.7619048,560.5714286,729.2857143,,566.7619048,407.952381,,177.8095238,237.8095238,,,650.2380952,236.1904762,224.952381,271.047619,173.7619048,337.2380952,,208.4285714,644.5714286,,173.3809524,294.8095238,893.5238095,333.7619048,939.3333333,330.1428571
