Country,Time,Moody_LTF,SP_LTF,Fitch_LTF,Moody_STF,SP_STF,Fitch_STF,Moody_LTL,SP_LTL,Fitch_LTL,Moody_STL,SP_STL,Fitch_STL
Argentina,4/4/2017,,B,,,,,,B,,,,
Argentina,5/6/2016,,B-,,,B,,,,,,,
Argentina,4/21/2016,B3,,B,,,,,,,,,
Argentina,4/15/2016,,SD,,,D,,,B-,,,B,
Argentina,2/3/2016,,,,,,,,B,,,B,
Argentina,10/31/2014,,,,,,,,,,,,
Argentina,7/31/2014,,,C,,,,,,CCC,,,
Argentina,7/30/2014,,SD,,,SD,,,,,,,
Argentina,7/1/2014,,CCC-,,,C,,,,,,,
Argentina,6/17/2014,,CCC-,,,,,,,,,,
Argentina,9/10/2013,,CCC+,,,C,,,CCC+,,,C,
Argentina,4/30/2013,Ca,,,,,,,,,,,
Argentina,11/27/2012,,,CC,,,,,,B-,,,
Argentina,10/31/2012,,B-,,,,,,,,,,
Argentina,10/30/2012,,,B,,,,,,,,,
Argentina,4/4/2011,,B,,,B,,,B,,,B,
Argentina,9/13/2010,,B,,,B,,,B,,,B,
Argentina,7/12/2010,,,B,,,,,,B,,,
Argentina,12/18/2008,,,B-,,,,,,B-,,,
Argentina,10/31/2008,,B-,,,C,,,B-,,,C,
Argentina,9/30/2008,,,,,,,,,,,,
Argentina,8/11/2008,,B,,,,,,B,,,,
Argentina,10/2/2006,,B+,,,,,,B+,,,,
Argentina,8/1/2006,,,B,,,,,,B,,,
Argentina,3/23/2006,,B,,,B,,,B,,,B,
Argentina,6/29/2005,B3,,,,,,,,,,,
Argentina,6/1/2005,,B-,,,C,,,B-,,,C,
Argentina,1/13/2005,,,D,,,,,,,,,
Argentina,4/26/2004,,,,,,,,,B-,,,
Argentina,8/20/2003,Caa1,,,,,,B3,,,,,
Argentina,1/24/2003,,,,,,,,,CC,,,
Argentina,2/12/2002,,,,,,,,,,,SD,
Argentina,12/20/2001,Ca,,,,,,Ca,,,,,
Argentina,12/3/2001,,,DD,,,,,,,,,
Argentina,11/6/2001,,SD,C,,,,,SD,C,,,
Argentina,11/2/2001,,,CC,,,,,,CC,,,
Argentina,10/30/2001,,CC,,,,,,CC,,,,
Argentina,10/12/2001,Caa3,,CCC-,,,,Caa3,,CCC-,,,
Argentina,10/9/2001,,CCC+,,,,,,CCC+,,,,
Argentina,7/26/2001,Caa1,,,,,,Caa1,,,,,
Argentina,7/13/2001,B3,,,,,,B3,,,,,
Argentina,7/12/2001,,B-,,,,,,B-,,,,
Argentina,7/11/2001,,,B-,,,,,,B-,,,
Argentina,6/6/2001,,B,,,C,,,B,,,C,
Argentina,6/4/2001,B2,,,,,,B2,,,,,
Argentina,5/8/2001,,B,,,C,,,B,,,C,
Argentina,3/28/2001,B2,,B+,,,,B2,,B+,,,
Argentina,3/26/2001,,B+,,,,,,B+,,,,
Argentina,3/20/2001,,,BB-,,,,,,BB,,,
Argentina,3/19/2001,,BB-,,,B,,,BB,,,B,
Argentina,11/14/2000,,BB-,,,B,,,BB,,,B,
Argentina,11/1/2000,,BB,,,B,,,BBB-,,,A-3,
Argentina,10/6/1999,B1,,,,,,,,,,,
Argentina,10/6/1999,,,,,,,B1,,,,,
Argentina,8/20/1999,Ba3,,,,,,Ba3,,,,,
Argentina,2/10/1999,Ba3,,,,,,Ba3,,,,,
Argentina,9/3/1998,Ba3,,,,,,Ba3,,,,,
Argentina,12/3/1997,,,,,,,,,BB+,,,
Argentina,10/2/1997,Ba3,,,,,,Ba3,,,,,
Argentina,5/28/1997,,,BB-,,,,,,,,,
Argentina,1/28/1997,,,,,SD,,B1,,,,,
Argentina,9/27/1995,B1,,,,,,,,,,,
Argentina,5/16/1995,B1,,,,,,,,,,,
Argentina,9/1/1994,,,,,,,,BBB-,,,,
Argentina,8/22/1994,,,,,B,,,,,,A-3,
Argentina,7/13/1992,B1,,,,,,,,,,,
Argentina,9/10/1991,B3,,,,,,,,,,,
Argentina,8/15/1990,,,,,,,,,,,,
Argentina,5/26/1989,B3,,,,,,,,,,,
Argentina,12/4/1987,B2,,,,,,,,,,,
Argentina,11/18/1986,Ba3,,,,,,,,,,,
Brazil,2/24/2016,Ba2,,,,,,Ba2,,,,,
Brazil,12/9/2015,Baa3,,,,,,Baa3,,,,,
Brazil,8/11/2015,Baa3,,,,,,Baa3,,,,,
Brazil,6/20/2011,Baa2,,,,,,Baa2,,,,,
Brazil,9/22/2009,Baa3,,,,,,Baa3,,,,,
Brazil,7/6/2009,Ba1,,,,,,Ba1,,,,,
Brazil,8/23/2007,Ba1,,,,,,Ba1,,,,,
Brazil,5/24/2007,Ba2,,,,,,Ba2,,,,,
Brazil,8/31/2006,Ba2,,,,,,Ba2,,,,,
Brazil,8/1/2006,Ba3,,,,,,Ba3,,,,,
Brazil,10/12/2005,Ba3,,,,,,,,,,,
Brazil,9/9/2004,B1,,,,,,Ba3,,,,,
Brazil,8/12/2002,B2,,,,,,B2,,,,,
Brazil,10/16/2000,B1,,,,,,B1,,,,,
Brazil,8/17/2000,B2,,,,,,B3,,,,,
Brazil,9/3/1998,B1,,,,,,Caa1,,,,,
Brazil,11/30/1994,B1,,,,,,,,,,,
Brazil,10/5/1994,B2,,,,,,,,,,,
Brazil,3/28/1989,B2,,,,,,,,,,,
Brazil,12/4/1987,B1,,,,,,,,,,,
Brazil,11/18/1986,Ba1,,,,,,,,,,,
Brazil,12/16/1999,,,,,,,B3,,,,,
Brazil,6/19/1998,,,,,,,B2,,,,,
Brazil,5/22/2017,,BB,,,,,,BB,,,,
Brazil,2/17/2016,,BB,,,,,,BB,,,B,
Brazil,9/9/2015,,BB+,,,B,,,BBB-,,,A-3,
Brazil,3/24/2014,,BBB-,,,A-3,,,BBB+,,,,
Brazil,11/17/2011,,BBB,,,,,,A-,,,,
Brazil,4/30/2008,,BBB-,,,A-3,,,BBB+,,,A-2,
Brazil,5/16/2007,,BB+,,,,,,BBB,,,A-3,
Brazil,2/28/2006,,BB,,,,,,BB+,,,,
Brazil,9/17/2004,,BB-,,,,,,,,,,
Brazil,7/2/2002,,B+,,,,,,BB,,,,
Brazil,1/3/2001,,BB-,,,,,,BB+,,,,
Brazil,1/14/1999,,B+,,,,,,BB-,,,,
Brazil,4/2/1997,,BB-,,,B,,,BB+,,,B,
Brazil,7/18/1995,,B+,,,,,,,,,,
Brazil,11/30/1994,,B,,,,,,,,,,
Brazil,7/9/2002,,,,,A-2,,,,,,,
Brazil,2/29/2000,,,,,,,,BB,,,,
Brazil,6/19/1996,,,,,,,,BB,,,,
Brazil,5/5/2016,,,BB,,,BB,,,,,,
Brazil,12/16/2015,,,BB+,,,BB+,,,B,,,
Brazil,10/15/2015,,,BBB-,,,BBB-,,,F3,,,
Brazil,4/4/2011,,,BBB,,,BBB,,,F2,,,
Brazil,5/29/2008,,,BBB-,,,BBB-,,,F3,,,
Brazil,5/10/2007,,,BB+,,,BB+,,,,,,
Brazil,6/28/2006,,,BB,,,BB,,,,,,
Brazil,9/28/2004,,,BB-,,,BB-,,,,,,
